Date,alfredgraph,Baltic Dry Index Historical Data (1),basf_daily,covestro_daily,DCOILWTICO (1),Dutch TTF Natural Gas Futures Historical Data,lyondellbasell_daily
5/13/2021,2.95,"3,077.00",52.90370178,53.14871979,63.82,26.25,81.66401672
5/14/2021,2.95,"2,939.00",53.07260132,52.14940643,65.32,26.83,84.27188873
5/17/2021,2.99,"2,856.00",53.09563446,51.70526886,66.24,26.31,85.31358337
5/18/2021,2.96,"2,795.00",52.94976044,52.13090134,65.49,24.81,83.70304871
5/19/2021,2.88,"2,801.00",51.62160873,51.20561218,63.28,22.665,81.53845215
5/20/2021,2.86,"2,824.00",51.92869568,52.35297394,61.95,24.685,81.11734772
5/21/2021,2.84,"2,869.00",52.08223343,51.68676376,63.61,24.795,81.63447571
5/25/2021,2.87,"2,809.00",51.52180481,51.79779816,66.27,26.19,81.18383026
5/26/2021,2.91,"2,754.00",51.24542236,51.55722427,66.41,26.425,81.95954895
5/27/2021,2.85,"2,688.00",50.95369339,52.64906693,66.87,25.2,83.89512634
5/28/2021,2.91,"2,596.00",51.55251312,53.0191803,66.31,24.93,83.20067596
6/1/2021,3.02,"2,568.00",52.16668701,53.92596436,67.8,25.975,86.34047699
6/2/2021,3.09,"2,530.00",52.30487823,53.1857338,68.79,25.725,85.6016922
6/3/2021,3.01,"2,472.00",52.47377777,53.50033188,68.81,25.705,87.07185364
6/4/2021,3.01,"2,438.00",52.62732315,53.81492996,69.57,25.795,86.67649841
6/7/2021,2.98,"2,428.00",52.59661102,53.64838028,69.21,26.49,84.03592682
6/8/2021,3.11,"2,420.00",52.39700699,52.31595993,70.11,27.8,84.8564682
6/9/2021,3.13,"2,481.00",51.78282547,50.5949173,69.9,28.3,83.58092499
6/10/2021,3.13,"2,669.00",51.57554245,50.18779373,70.34,28.685,82.34268188
6/11/2021,3.23,"2,857.00",51.82889557,50.6689415,71,27.845,82.10397339
6/14/2021,3.36,"2,944.00",51.62160873,49.61410904,70.94,28.81,80.94780731
6/15/2021,3.31,"3,025.00",51.47574615,49.37353516,72.06,28.135,81.15666962
6/16/2021,3.25,"3,176.00",51.03046036,49.74364853,72.03,28.03,79.81400299
6/17/2021,3.24,"3,267.00",50.75408173,49.70663834,71.06,28.31,76.39766693
6/18/2021,3.23,"3,218.00",49.56411362,47.9115715,71.64,29.405,74.85359192
6/21/2021,3.15,"3,190.00",50.43164063,49.20698166,73.64,29.615,76.68112183
6/22/2021,3.21,"3,119.00",50.78479004,51.46469116,73.15,30.735,76.80793762
6/23/2021,3.36,"3,147.00",50.13222885,50.37284851,73.11,31.545,77.08393097
6/24/2021,3.3,"3,175.00",50.37022018,50.50239182,73.31,32.015,76.43495941
6/25/2021,3.4,"3,255.00",50.70801926,50.07675552,74.21,32.385,76.02471161
6/28/2021,3.62,"3,324.00",50.13222885,50.46537781,72.98,32.29,75.85314178
6/29/2021,3.75,"3,418.00",51.30684662,50.83549118,73.14,33.486,76.27085876
6/30/2021,3.79,"3,383.00",51.00743103,50.39135361,73.52,34.62,76.7333374
7/1/2021,3.76,"3,338.00",51.58322144,51.33515167,75.33,36.145,77.16596222
7/2/2021,3.67,"3,285.00",51.57554245,51.22411728,75.37,35.827,77.28530121
7/6/2021,3.68,"3,179.00",50.70034027,49.68813324,73.62,34.105,74.65964508
7/7/2021,3.66,"3,241.00",50.97672272,50.5764122,72.22,32.34,74.89089203
7/8/2021,3.56,"3,281.00",50.47002029,50.15077972,72.98,33.31,73.85404968
7/9/2021,3.71,"3,300.00",52.2127533,51.94584274,74.56,36.632,76.62889099
7/12/2021,3.7,"3,300.00",52.28184509,52.26044083,74.21,34.65,76.27085876
7/13/2021,3.78,"3,228.00",52.12830353,52.61205292,75.24,35.465,76.10675049
7/14/2021,3.8,"3,139.00",52.1436615,53.11171341,73.06,34.775,75.6517334
7/15/2021,3.68,"3,073.00",51.74444199,52.94515991,71.67,33.795,75.33843231
7/16/2021,3.7,"3,039.00",51.44503784,52.20492172,71.76,34.84,71.71324921
7/19/2021,3.75,"3,059.00",49.54875946,50.00273132,66.45,35.65,68.84143829
7/20/2021,3.82,"3,053.00",50.20899963,50.85400009,67.32,35.165,70.86288452
7/21/2021,3.94,"3,058.00",51.04581451,51.79779816,70.26,35.95,72.41443634
7/22/2021,4.02,"3,103.00",51.07652283,51.39067078,72.15,36.13,71.60882568
7/23/2021,4.11,"3,199.00",51.45270538,52.00136185,72.24,35.525,72.04891968
7/26/2021,4.09,"3,210.00",51.79050827,52.29745483,72.15,36.915,73.51094055
7/27/2021,4.15,"3,166.00",51.49877167,51.72377396,71.68,37.59,73.87644196
7/28/2021,4.1,"3,154.00",50.9844017,50.85400009,72.37,39.7,73.8167572
7/29/2021,4.03,"3,214.00",51.25309753,50.42836761,73.62,41.154,74.98786163
7/30/2021,3.94,"3,292.00",50.83853531,50.20629501,73.93,40.755,74.09275818
8/2/2021,4.02,"3,282.00",50.73104858,50.29882431,71.31,42.155,73.77202606
8/3/2021,4.06,"3,281.00",51.19168472,50.5579071,70.64,41.245,74.74170685
8/4/2021,4.2,"3,318.00",51.10723495,50.5949173,68.19,42.255,72.35475922
8/5/2021,4.27,"3,376.00",51.49877167,50.29882431,69.1,42.9,72.1085968
8/6/2021,4.21,"3,371.00",51.49877167,50.05824661,68.26,43.12,74.18225861
8/9/2021,4.24,"3,371.00",51.62160873,50.6504364,66.56,42.785,74.32398224
8/10/2021,4.12,"3,375.00",51.80586624,51.61273575,68.33,44.655,77.32261658
8/11/2021,4.07,"3,410.00",52.2127533,51.27963257,69.3,45.985,79.02333069
8/12/2021,4.1,"3,503.00",52.78086472,51.76078415,69.12,45.87,78.32214355
8/13/2021,3.95,"3,566.00",53.09563446,51.96434784,68.36,44.63,78.37435913
8/16/2021,3.93,"3,606.00",52.40468597,51.33515167,67.44,47.99,77.14360809
8/17/2021,3.92,"3,657.00",52.02082443,50.81698608,66.5,46.95,75.9202652
8/18/2021,3.86,"3,833.00",52.22042847,51.11308289,65.36,45.385,74.77901459
8/19/2021,3.83,"3,976.00",50.30112457,49.42905045,63.69,40.395,72.55612946
8/20/2021,3.94,"4,092.00",49.72533417,48.85536957,62.25,41.944,73.25732422
8/23/2021,3.93,"4,147.00",50.06313324,49.13295746,65.65,41.68,74.6223526
8/24/2021,3.95,"4,201.00",51.11491013,50.48388672,67.5,44.87,76.4648056
8/25/2021,4.03,"4,193.00",50.99207306,50.81698608,68.54,45.285,76.81539154
8/26/2021,4.07,"4,195.00",50.64659882,50.92802429,67.42,45.79,75.48018646
8/27/2021,4.35,"4,235.00",51.0534935,51.35365677,68.84,47.806,77.60743713
8/31/2021,4.33,"4,132.00",50.30112457,50.7984848,68.43,50.34,75.69892883
9/1/2021,4.45,"4,013.00",49.59481812,51.05756378,68.63,50.23,73.77533722
9/2/2021,4.65,"4,001.00",49.84816742,52.74159241,70.07,51.915,73.39061737
9/3/2021,4.77,"3,944.00",49.75604248,53.0006752,69.34,51.505,72.2138443
9/7/2021,4.71,"3,707.00",50.09384537,53.59286118,68.49,53.91,71.39160919
9/8/2021,4.66,"3,618.00",49.83281708,53.98148346,69.36,55.29,69.73204803
9/9/2021,4.97,"3,643.00",49.61785126,54.29608154,68.26,56.58,69.0908432
9/10/2021,5.13,"3,864.00",49.56411362,54.35160065,69.82,57.916,70.05641174
9/13/2021,5.21,"4,163.00",50.37022018,54.70320892,70.54,61.28,71.2256546
9/14/2021,5.39,"4,221.00",50.33951187,54.49964905,70.53,65.765,70.78059387
9/15/2021,5.66,"4,233.00",49.75604248,53.22274399,72.59,70.705,71.50476837
9/16/2021,5.52,"4,215.00",49.97100067,53.83343887,72.69,63.25,70.81076813
9/17/2021,5.32,"4,275.00",48.43556213,52.76010132,72.09,65.103,69.51328278
9/20/2021,5.25,"4,304.00",47.42216873,50.7429657,70.41,75.315,67.83107758
9/21/2021,4.96,"4,410.00",47.89815521,50.4098587,70.51,73.78,67.81599426
9/22/2021,4.92,"4,560.00",48.75800705,51.20561218,72.37,71.69,68.81928253
9/23/2021,4.94,"4,651.00",49.08812332,51.55722427,73.43,69.685,70.41094971
9/24/2021,5.1,"4,644.00",48.97296906,52.13090134,74.18,70.24,70.22989655
9/27/2021,5.53,"4,717.00",49.68694687,52.70458221,75.54,76.505,72.4778595
9/28/2021,5.94,"4,962.00",49.75604248,53.50033188,75.44,78.565,72.68907928
9/29/2021,5.73,"5,197.00",50.53911972,54.74022293,75.06,86.609,72.31192017
9/30/2021,5.58,"5,167.00",50.55447388,54.90677643,75.22,97.775,70.7956543
10/1/2021,5.61,"5,202.00",49.59481812,53.66688538,76.01,93.625,72.28928375
10/4/2021,5.8,"5,267.00",49.54108429,53.59286118,77.68,96.65,71.41425323
10/5/2021,6.37,"5,409.00",49.60250092,53.05619431,79.17,116.02,72.96818542
10/6/2021,6,"5,647.00",47.52964783,51.26113129,77.66,108.19,72.24402618
10/7/2021,5.71,"5,650.00",48.627491,52.63056183,78.46,96.585,73.89604187
10/8/2021,5.46,"5,526.00",48.88851929,53.20423889,79.55,87.605,73.8884964
10/11/2021,5.46,"5,488.00",49.28005981,54.29608154,80.64,85.215,73.48116302
10/12/2021,5.34,"5,378.00",49.55643845,54.33309555,80.75,85.7,73.06626129
10/13/2021,5.56,"5,206.00",49.82514191,54.38861084,80.67,93.615,72.6287384
10/14/2021,5.92,"5,062.00",49.97100067,54.01849747,81.43,102.17,74.17514801
10/15/2021,5.44,"4,854.00",49.90191269,53.92596436,82.39,93.65,74.75598145
10/18/2021,5.01,"4,732.00",49.18025208,52.14940643,82.62,93.935,74.24304962
10/19/2021,4.81,"4,714.00",48.93458176,51.94584274,83.19,89.93,74.38636017
10/20/2021,4.87,"4,751.00",48.73497391,51.27963257,84.4,93.45,75.02755737
10/21/2021,4.94,"4,653.00",48.21292114,50.89101028,82.64,88.465,72.83995056
10/22/2021,5.1,"4,410.00",48.21292114,51.24262238,84.53,87.34,73.46606445
10/25/2021,5.72,"4,257.00",48.5200119,51.85331345,84.64,88.645,73.63201141
10/26/2021,5.59,"4,056.00",48.78103256,52.13090134,85.64,88.495,73.6546402
10/27/2021,5.91,"3,808.00",48.71194077,52.33446884,82.66,86.82,71.24827576
10/28/2021,5.68,"3,630.00",48.02099228,51.40917587,82.78,77.032,72.67398834
10/29/2021,5.49,"3,519.00",47.81370544,51.26113129,83.5,64.865,70.01868439
11/1/2021,5.22,"3,428.00",48.20524597,51.57572937,84.08,65.62,71.12003326
11/2/2021,5.33,"3,187.00",47.7599678,50.61342621,83.91,67.605,71.18792725
11/3/2021,5.59,"2,892.00",48.03634644,50.87250519,80.82,76.54,70.58444214
11/4/2021,5.73,"2,769.00",47.22255707,50.15077972,78.88,73.375,68.70612335
11/5/2021,5.51,"2,715.00",47.66016388,50.42836761,81.25,74.025,70.13183594
11/8/2021,5.53,"2,718.00",47.62945557,50.53939819,81.96,79.075,70.35813904
11/9/2021,5.08,"2,805.00",47.37610626,51.15009308,84.12,72.585,70.01114655
11/10/2021,4.56,"2,861.00",47.56035614,50.9095192,81.23,70.125,70.02622223
11/11/2021,4.81,"2,844.00",47.82138443,51.33515167,81.47,74.79,71.42930603
11/12/2021,4.97,"2,807.00",48.09776306,52.09389114,80.87,75.675,71.95735931
11/15/2021,4.77,"2,759.00",47.88280106,51.83480835,80.85,79.945,71.82913208
11/16/2021,5.11,"2,591.00",48.24362946,51.77928925,80.76,94.19,70.15447235
11/17/2021,4.82,"2,430.00",48.1207962,51.89032745,78.32,95.005,69.39257813
11/18/2021,4.95,"2,454.00",48.08241272,53.33377838,78.92,95.165,68.84189606
11/19/2021,4.9,"2,552.00",47.29933548,52.09389114,76.11,87.125,67.43881989
11/22/2021,4.83,"2,645.00",47.54500198,52.40848923,76.74,84.015,69.9960556
11/23/2021,4.95,"2,715.00",48.32808304,52.37147522,78.32,90.925,70.48639679
11/24/2021,4.93,"2,654.00",47.51429749,51.07606888,78.32,93.985,69.06819916
11/26/2021,,"2,767.00",44.45875931,47.39341354,,87.772,68.31206512
11/29/2021,4.9,"2,881.00",44.51250458,46.89375305,69.88,93.146,68.10585785
11/30/2021,4.52,"3,018.00",44.43572998,46.11650848,66.14,92.515,66.54775238
12/1/2021,4.31,"3,047.00",45.49518585,47.83755112,65.44,95.675,64.57720184
12/2/2021,4.08,"3,115.00",45.35700226,47.50444794,66.6,94.83,65.36389923
12/3/2021,3.79,"3,171.00",44.83495331,46.91226196,66.39,89.48,66.73104858
12/6/2021,3.66,"3,235.00",45.74853897,47.31938553,69.62,89.93,67.91490173
12/7/2021,3.6,"3,352.00",45.74853897,47.31938553,71.94,95.885,68.8237915
12/8/2021,3.79,"3,423.00",46.28594208,48.4667511,72.43,101.5,69.12165833
12/9/2021,3.67,"3,343.00",45.97885132,48.1336441,70.87,100.445,68.70158386
12/10/2021,3.65,"3,272.00",45.93279266,48.2261734,71.71,105.775,68.6710434
12/13/2021,4.05,"3,216.00",45.733181,47.63398743,71.19,116.085,66.94490814
12/14/2021,3.71,"2,932.00",45.733181,47.61547852,70.57,128.3,68.0982132
12/15/2021,3.79,"2,665.00",45.50286484,47.28237534,70.89,132.285,66.47900391
12/16/2021,3.67,"2,498.00",46.32432938,48.09663391,72.34,142.765,68.06002045
12/17/2021,3.71,"2,379.00",46.2091713,48.078125,70.93,136.915,67.02893829
12/20/2021,3.91,"2,371.00",45.34164429,47.24536514,68.69,146.925,66.37207031
12/21/2021,3.96,"2,294.00",45.8406601,47.76352692,71.1,180.265,67.45664215
12/22/2021,3.95,"2,229.00",46.02491379,47.93008041,72.82,172.875,67.22751617
12/23/2021,3.56,"2,219.00",46.70051193,48.72583008,73.89,132.58,69.15985107
1/4/2022,3.73,"2,285.00",50.13990402,51.77928925,77,88.74,74.05565643
1/5/2022,3.78,"2,289.00",50.53911972,52.88964081,77.83,91.52,73.52864838
1/6/2022,3.94,"2,296.00",50.52376175,52.61205292,79.47,96.5,73.85706329
1/7/2022,3.83,"2,289.00",50.75408173,53.1857338,79,88.175,74.55210876
1/10/2022,4.16,"2,277.00",50.73872757,52.05687714,78.11,84.605,74.69722748
1/11/2022,4.16,"2,151.00",51.19935989,51.96434784,81.17,78.735,75.86580658
1/12/2022,4.62,"2,027.00",51.32987213,51.44618607,82.51,75.155,76.29350281
1/13/2022,4.78,"1,873.00",52.01314545,51.70526886,81.97,85.46,77.42391968
1/14/2022,4.37,"1,764.00",52.28952408,51.48319626,83.82,86.97,78.52373505
1/18/2022,4.55,"1,644.00",51.94405365,49.92870712,85.42,78.335,77.12604523
1/19/2022,4.89,"1,570.00",52.05153275,49.96572113,86.84,75.6,77.0496521
1/20/2022,4.45,"1,474.00",51.77515411,49.04042816,86.29,75.205,73.52864838
1/21/2022,4.11,"1,415.00",50.80782318,48.89238358,85.16,78.98,71.90945435
1/24/2022,4.2,"1,391.00",49.33379745,47.43041992,84.48,93,71.32900238
1/25/2022,4.24,"1,343.00",50.15525818,47.11582184,86.61,93.58,71.19150543
1/26/2022,4.43,"1,296.00",51.67534637,49.63261414,88.33,91.835,71.05402374
1/27/2022,4.43,"1,302.00",52.55054474,50.6504364,87.61,92.3,73.20787048
1/28/2022,5.69,"1,381.00",52.59661102,49.74364853,87.67,92.062,73.38354492
1/31/2022,5.56,"1,418.00",51.83656693,48.91088867,89.16,84.67,73.87997437
2/1/2022,5.45,"1,440.00",52.174366,49.48456955,88.22,76.165,76.01855469
2/2/2022,6.7,"1,419.00",52.16668701,50.48388672,88.16,77.35,76.63720703
2/3/2022,5.84,"1,425.00",51.80586624,49.78066254,90.17,80.225,76.38516998
2/4/2022,5.34,"1,423.00",51.21471024,48.67031097,92.27,82.65,76.545578
2/7/2022,4.44,"1,422.00",51.4143219,48.85536957,91.25,79.595,75.98036957
2/8/2022,4.3,"1,503.00",52.35861969,49.94721603,89.32,77.3,77.37044525
2/9/2022,4.13,"1,711.00",52.68106461,50.09526062,89.57,74.415,78.35571289
2/10/2022,4.03,"1,940.00",52.63499832,50.4098587,89.83,74.355,77.97381592
2/11/2022,4.04,"1,977.00",52.73480225,50.22480011,93.1,77.425,77.72940826
2/14/2022,4.05,"1,984.00",51.01510239,48.78134918,95.52,80.77,76.49210358
2/15/2022,4.31,"1,968.00",52.35094452,50.42836761,92.07,70.92,77.78288269
2/16/2022,4.39,"1,896.00",52.60429001,50.5949173,93.83,69.795,78.78343201
2/17/2022,4.57,"1,886.00",52.08991623,50.05824661,91.78,74.915,77.10312653
2/18/2022,4.61,"1,964.00",51.63696289,48.85536957,91.26,73.76,76.25533295
2/22/2022,4.48,"2,148.00",50.10919571,47.15283585,92.11,79.79,76.04147339
2/23/2022,4.59,"2,244.00",49.79442978,47.37490463,92.14,88.89,75.20132446
2/24/2022,4.78,"2,187.00",46.87708664,43.82178879,92.77,134.315,72.14620972
2/25/2022,4.63,"2,076.00",46.39342499,44.4972496,91.68,94.422,74.84998322
2/28/2022,4.46,"2,040.00",45.48751068,43.68299484,96.13,98.595,74.26187134
3/1/2022,4.36,"2,069.00",42.623909,42.68368149,103.66,121.675,71.35189819
3/2/2022,4.65,"2,137.00",43.98278046,42.77620697,110.74,165.545,74.7048645
3/3/2022,4.63,"2,104.00",42.18630981,41.45304108,107.69,160.825,76.24005127
3/4/2022,4.74,"2,148.00",39.30735016,39.27861023,115.77,192.55,75.03491974
3/7/2022,4.93,"2,235.00",37.44178772,38.13124466,119.26,227.2,73.21949005
3/8/2022,4.61,"2,352.00",38.21718597,38.82521439,123.64,214.555,74.16197205
3/9/2022,4.55,"2,558.00",42.06347275,42.26729965,108.81,155.88,75.99284363
3/10/2022,4.65,"2,704.00",40.8504715,41.90643692,105.93,126.4,77.05120087
3/11/2022,4.79,"2,718.00",41.36484909,42.20252991,109.31,131.23,79.90180206
3/14/2022,4.59,"2,727.00",41.96366882,43.3036232,103.22,114.52,80.24171448
3/15/2022,4.46,"2,689.00",41.31877899,42.554142,96.42,115.44,76.20915222
3/16/2022,4.68,"2,591.00",42.46268845,43.91431427,94.85,102.625,77.9009552
3/17/2022,4.8,"2,588.00",41.88689804,43.86805344,102.97,105.09,80.50436401
3/18/2022,4.87,"2,605.00",41.47232437,43.86805344,104.69,105.045,79.12929535
3/21/2022,4.77,"2,589.00",41.76406097,44.11788177,112.14,96.302,81.06832123
3/22/2022,5,"2,546.00",41.88689804,44.41397476,111.03,98.745,80.79019928
3/23/2022,5.26,"2,575.00",40.88118362,44.06236267,114.89,117,80.48889923
3/24/2022,5.19,"2,567.00",40.15184402,43.93282318,114.2,111.61,82.76785278
3/25/2022,5.51,"2,544.00",39.77566528,42.76695633,116.2,101.27,83.19273376
3/28/2022,5.52,"2,484.00",40.4205513,43.49793243,107.55,102.545,81.44684601
3/29/2022,5.32,"2,417.00",42.25540543,45.08018494,104.25,108.38,81.01423645
3/30/2022,5.32,"2,369.00",40.91189194,43.42391205,107.81,118.97,81.13011169
3/31/2022,5.46,"2,358.00",39.73727417,42.41534424,100.53,125.905,79.43055725
4/1/2022,5.43,"2,357.00",40.02133179,42.24879074,99.32,112.15,79.83229065
4/4/2022,5.72,"2,307.00",39.82172394,42.65591812,103.29,109.525,79.19880676
4/5/2022,5.95,"2,213.00",39.25361252,42.13776016,101.98,108.565,78.75847626
4/6/2022,6.29,"2,128.00",38.62408066,40.83309937,96.39,106.79,77.01258087
4/7/2022,6.05,"2,061.00",38.65478516,40.33343887,96.05,104.565,77.40655518
4/8/2022,6.38,"2,055.00",39.43019104,40.69430161,98.35,103.88,78.43400574
4/11/2022,6.35,"2,031.00",39.46089935,40.12987518,94.22,100.135,78.32585144
4/12/2022,6.59,"2,035.00",39.89081573,40.36119843,100.52,102.22,79.97904968
4/13/2022,6.68,"2,068.00",39.41482925,39.73199844,104.26,105.325,81.82537079
4/14/2022,6.94,"2,137.00",39.66050339,40.29642868,106.84,95.62,83.10777283
4/19/2022,7.44,"2,115.00",40.06739426,41.41603088,102.54,93.77,85.44849396
4/20/2022,7.12,"2,142.00",40.62783051,42.1099968,102.56,94.23,85.86566925
4/21/2022,6.88,"2,239.00",40.62783051,42.1099968,103.89,100.06,85.86566925
4/22/2022,6.59,"2,307.00",40.167202,45.50999832,102.86,94.875,82.40476227
4/25/2022,6.42,"2,356.00",39.71424484,41.11000061,99.6,92.835,81.27687073
4/26/2022,6.89,"2,404.00",38.80833054,41.11000061,102.62,103.21,80.54299927
4/27/2022,6.91,"2,425.00",38.80833054,41.11000061,101.96,107.425,81.36186218
4/28/2022,6.97,"2,403.00",39.00793839,41.22000122,105.47,100.142,81.96443176
4/29/2022,6.84,"2,404.00",38.70085144,41.29000092,104.59,99.45,81.91035461
5/3/2022,7.84,"2,412.00",39.11247253,39.40000153,102.53,99.425,85.68797302
5/4/2022,8.3,"2,485.00",40.37615585,40.20000076,107.84,103.82,89.61238861
5/5/2022,8.42,"2,644.00",39.16598892,38.75,108.17,106.51,86.08196259
5/6/2022,8.35,"2,718.00",39.16598892,38.75,109.72,101.71,85.1472168
5/9/2022,8.06,"2,831.00",38.75848007,38.75,103.08,93.785,82.35068512
5/10/2022,6.78,"2,939.00",39.93572235,38.43000031,99.74,98.8,81.58589172
5/11/2022,7.53,"3,052.00",40.83306122,38.43000031,105.5,94.01,82.96871948
5/12/2022,7.25,"3,117.00",40.38851166,38.99000168,106.15,106.7,81.70176697
5/13/2022,7.75,"3,104.00",40.38851166,38.99000168,110.52,96.88,82.44339752
5/16/2022,8.07,"3,085.00",40.58197021,39.56000137,114.07,92.86,82.97644043
5/17/2022,8.26,"3,095.00",41.73040009,40.72000122,112.31,94.175,86.05879974
5/18/2022,8.53,"3,189.00",41.04298782,40.04999924,109.67,94.54,85.21673584
5/19/2022,8.21,"3,289.00",40.22386169,40.04999924,112.21,91.025,84.2279129
5/20/2022,7.97,"3,344.00",40.21562576,39.99000168,112.63,87.9,83.33178711
5/23/2022,8.16,"3,369.00",40.94420242,40.93999863,110.32,83.29,82.43566132
5/24/2022,8.87,"3,253.00",40.13741684,40.24000168,112.55,84.505,82.22710419
5/25/2022,9.44,"3,127.00",40.13741684,40.24000168,112.88,88.08,84.21244812
5/26/2022,9.19,"2,933.00",41.81272507,41.88999939,116.19,85.97,86.13604736
5/27/2022,8.3,"2,681.00",41.81272507,41.88999939,114.96,86.875,90.44670868
5/31/2022,8.46,"2,566.00",42.22434998,42.5,114.38,94.005,88.26047516
6/1/2022,8.47,"2,633.00",42.58657837,43.08000183,115.26,85.55,88.30683136
6/6/2022,9.08,"2,560.00",43.23694611,44.06000137,118.41,82.56,89.8263092
6/7/2022,9.28,"2,514.00",42.95703888,43.40000153,119.55,79.61,91.84645844
6/8/2022,9.43,"2,410.00",43.36866379,43.81000137,121.94,79.405,89.94901276
6/9/2022,8.16,"2,342.00",42.70183182,43.36000061,121.52,84.88,88.50955963
6/10/2022,8.78,"2,320.00",40.85776138,41.56000137,120.73,82.465,83.88861084
6/13/2022,9,"2,260.00",40.40085983,40.77000046,120.92,83.4,79.81563568
6/14/2022,7.68,"2,284.00",39.83693314,39.59999847,118.92,97.04,79.72566223
6/15/2022,7.72,"2,387.00",40.36380768,39.59000015,115.32,120.33,78.62971497
6/16/2022,7.88,"2,462.00",37.59358978,36.15000153,117.56,124.365,74.60581207
6/17/2022,7.37,"2,578.00",37.29309845,35.72999954,109.56,117.74,73.38720703
6/21/2022,6.6,"2,484.00",37.93111801,36.11999893,110.49,125.56,74.58945465
6/22/2022,6.76,"2,349.00",35.72893143,34.13999939,106.22,127.17,71.58790588
6/23/2022,6.54,"2,354.00",34.10713196,33.11000061,105.75,133.345,69.10974884
6/24/2022,5.8,"2,331.00",34.75337982,34.47999954,109.07,128.505,72.9864502
6/27/2022,6.09,"2,295.00",35.24321365,34.25999832,111.44,129.46,72.15222168
6/28/2022,6.66,"2,204.00",35.42021561,34.38000107,113.66,129.175,72.3157959
6/29/2022,6.69,"2,186.00",34.23062134,32.97999954,111.65,139.588,71.85778809
6/30/2022,6.54,"2,240.00",34.18534088,32.97999954,107.76,144.515,71.53063965
7/1/2022,5.75,"2,214.00",33.97541428,32.52999878,110.3,147.785,71.69421387
7/5/2022,5.72,"2,098.00",32.3741951,30.79000092,101.55,165.075,69.60865784
7/6/2022,5.65,"2,043.00",32.72407532,31,100.31,171,70.36109161
7/7/2022,5.83,"2,073.00",34.00011063,32.25,104.62,183.185,72.57749939
7/8/2022,6.4,"2,067.00",35.32965469,33.43999863,106.78,175.21,71.5470047
7/11/2022,6.82,"2,081.00",33.97129822,32,106.09,164.52,70.78638458
7/12/2022,6.81,"2,013.00",33.97129822,32,97.69,172.61,70.2793045
7/13/2022,6.68,"2,002.00",34.12359619,32.02999878,98.44,180.505,69.17517853
7/14/2022,6.9,"2,010.00",33.25918579,31.60000038,97.79,175.035,68.37367249
7/15/2022,6.6,"2,150.00",34.12771225,32.18999863,99.59,159.565,69.3060379
7/18/2022,7.65,"2,162.00",35.1691246,32.88000107,104.48,157.26,70.68005371
7/19/2022,7.35,"2,145.00",36.7868042,34.79000092,106.12,154.455,73.07642365
7/20/2022,7.58,"2,113.00",36.77033997,34.66999817,104.45,155.04,72.79014587
7/21/2022,7.99,"2,118.00",35.95120621,33.95999908,98.44,155.6,71.170784
7/22/2022,8.25,"2,146.00",35.51488495,33.43999863,97.71,159.865,70.99085236
7/25/2022,8.52,"2,114.00",35.51488495,33.15999985,99.83,176.615,71.58790588
7/26/2022,9.46,"2,061.00",34.72868729,32.22999954,97.74,199.92,71.30162811
7/27/2022,8.65,"2,007.00",34.26354599,32.34000015,100.03,205.225,72.29944611
7/28/2022,8.75,"1,945.00",35.02916718,32.63999939,99.11,198.93,72.43029785
7/29/2022,8.33,"1,895.00",35.7412796,33.22999954,101.31,190.915,72.88830566
8/1/2022,8.2,"1,872.00",35.67541885,33.04999924,96.59,200.795,71.11353302
8/2/2022,8.01,"1,817.00",36.00883865,33.50999832,97.14,205.175,69.90310669
8/3/2022,7.81,"1,731.00",36.11585617,33.81000137,93.25,199.195,70.0503006
8/4/2022,8.4,"1,603.00",36.40810776,33.81000137,91.29,199.25,69.92762756
8/5/2022,8.3,"1,560.00",36.23934555,33.13999939,91.77,196.32,70.01759338
8/8/2022,7.76,"1,566.00",36.88147354,33.18999863,93.52,193.055,70.33655548
8/9/2022,7.87,"1,564.00",36.21875763,32.40999985,93.18,192.185,71.36707306
8/10/2022,7.86,"1,592.00",36.58922577,32.97999954,94.68,205.365,72.79014587
8/11/2022,8.53,"1,556.00",35.7495079,31.81999969,97.02,208.11,74.76122284
8/12/2022,8.73,"1,477.00",36.35047913,32.56999969,94.86,206.11,75.51366425
8/15/2022,8.62,"1,404.00",36.27227402,32.27999878,92.24,220.11,74.04968262
8/16/2022,9.28,"1,387.00",36.84031296,32.97999954,89.23,225.915,74.7530365
8/17/2022,9.51,"1,394.00",35.14031219,31.22999954,90.85,225.835,73.45262909
8/18/2022,9.42,"1,320.00",35.76185608,31.85000038,93.2,241.005,74.55674744
8/19/2022,9.14,"1,279.00",35.42844391,31.47999954,93.55,244.55,73.00279999
8/22/2022,9.85,"1,270.00",33.9013176,29.32999992,93.42,276.75,72.01319122
8/23/2022,9.75,"1,271.00",34.41585159,29.97999954,96.46,269.05,73.77977753
8/24/2022,9.27,"1,213.00",34.25119781,29.85000038,95.52,292.15,72.17675018
8/25/2022,9.47,"1,123.00",34.59696579,29.93000031,93.33,321.415,74.19688416
8/26/2022,9.48,"1,082.00",33.70374298,29.37999916,93.63,339.195,71.99245453
8/30/2022,9.1,"1,017.00",34.72868729,30.21999931,92.08,252.937,69.29904175
8/31/2022,8.93,965,34.63401031,30.12000084,90.09,239.905,68.78522491
9/1/2022,9.38,"1,002.00",34.00422668,29.57999992,87.09,243.005,67.84046936
